fecha,id,tipo_elem,intensidad,ocupacion,carga,vmed,error,periodo_integracion,hora,dia_semana,is_weekend,is_rush_hour,is_holiday
2025-05-02 04:00:00,3488,M30,272,1,7,76.0,N,13,4,4,0,0,1
2025-05-02 04:15:00,3488,M30,291,1,7,83.0,N,13,4,4,0,0,1
2025-05-02 04:30:00,3488,M30,233,0,6,84.0,N,9,4,4,0,0,1
2025-05-02 04:45:00,3488,M30,280,1,7,87.0,N,12,4,4,0,0,1
2025-05-02 05:00:00,3488,M30,276,0,6,83.0,N,15,5,4,0,0,1
2025-05-02 05:15:00,3488,M30,264,0,6,88.0,N,15,5,4,0,0,1
2025-05-02 05:30:00,3488,M30,324,1,9,88.0,N,15,5,4,0,0,1
2025-05-02 05:45:00,3488,M30,281,1,7,90.0,N,15,5,4,0,0,1
2025-05-02 06:00:00,3488,M30,417,1,9,89.0,N,15,6,4,0,0,1
2025-05-02 06:15:00,3488,M30,516,1,12,87.0,N,15,6,4,0,0,1
2025-05-02 06:30:00,3488,M30,492,1,11,87.0,N,15,6,4,0,0,1
2025-05-02 06:45:00,3488,M30,620,2,15,82.0,N,15,6,4,0,0,1
2025-05-02 07:00:00,3488,M30,730,3,18,83.0,N,6,7,4,0,1,1
2025-05-02 07:15:00,3488,M30,540,2,14,82.0,N,4,7,4,0,1,1
2025-05-02 07:30:00,3488,M30,528,2,13,83.0,N,5,7,4,0,1,1
2025-05-02 07:45:00,3488,M30,570,2,13,79.0,N,4,7,4,0,1,1
2025-05-02 08:00:00,3488,M30,500,2,12,73.0,N,12,8,4,0,1,1
2025-05-02 08:15:00,3488,M30,616,5,16,76.0,N,15,8,4,0,1,1
2025-05-02 08:30:00,3488,M30,756,3,19,76.0,N,15,8,4,0,1,1
2025-05-02 08:45:00,3488,M30,731,4,20,80.0,N,15,8,4,0,1,1
2025-05-02 09:00:00,3488,M30,588,2,14,83.0,N,15,9,4,0,1,1
2025-05-02 09:15:00,3488,M30,748,2,17,86.0,N,15,9,4,0,1,1
2025-05-02 09:30:00,3488,M30,728,2,18,84.0,N,15,9,4,0,1,1
2025-05-02 09:45:00,3488,M30,737,2,17,84.0,N,15,9,4,0,1,1
2025-05-02 10:00:00,3488,M30,844,4,20,86.0,N,15,10,4,0,0,1
2025-05-02 10:15:00,3488,M30,789,3,20,85.0,N,15,10,4,0,0,1
2025-05-02 10:30:00,3488,M30,936,3,23,83.0,N,15,10,4,0,0,1
2025-05-02 10:45:00,3488,M30,792,3,20,84.0,N,15,10,4,0,0,1
2025-05-02 11:00:00,3488,M30,916,5,23,73.0,N,15,11,4,0,0,1
2025-05-02 11:15:00,3488,M30,940,6,24,70.0,N,15,11,4,0,0,1
2025-05-02 11:30:00,3488,M30,1040,5,27,75.0,N,15,11,4,0,0,1
2025-05-02 11:45:00,3488,M30,896,4,23,74.0,N,15,11,4,0,0,1
2025-05-02 12:00:00,3488,M30,1032,4,25,80.0,N,15,12,4,0,0,1
2025-05-02 12:15:00,3488,M30,1108,3,27,83.0,N,15,12,4,0,0,1
2025-05-02 12:30:00,3488,M30,1168,4,28,83.0,N,15,12,4,0,0,1
2025-05-02 12:45:00,3488,M30,1284,4,31,82.0,N,15,12,4,0,0,1
2025-05-02 13:00:00,3488,M30,1344,4,33,85.0,N,15,13,4,0,0,1
2025-05-02 13:15:00,3488,M30,1195,4,29,84.0,N,15,13,4,0,0,1
2025-05-02 13:30:00,3488,M30,1284,5,31,82.0,N,15,13,4,0,0,1
2025-05-02 13:45:00,3488,M30,1373,5,34,85.0,N,15,13,4,0,0,1
2025-05-02 14:00:00,3488,M30,1472,5,36,85.0,N,15,14,4,0,1,1
2025-05-02 14:15:00,3488,M30,1268,6,32,87.0,N,15,14,4,0,1,1
2025-05-02 14:30:00,3488,M30,1400,6,34,86.0,N,15,14,4,0,1,1
2025-05-02 14:45:00,3488,M30,1280,5,32,86.0,N,15,14,4,0,1,1
2025-05-02 15:00:00,3488,M30,1232,4,29,85.0,N,15,15,4,0,1,1
2025-05-02 15:15:00,3488,M30,1453,7,37,86.0,N,15,15,4,0,1,1
2025-05-02 15:30:00,3488,M30,1428,5,35,86.0,N,15,15,4,0,1,1
2025-05-02 15:45:00,3488,M30,1140,4,27,86.0,N,15,15,4,0,1,1
2025-05-02 16:00:00,3488,M30,1124,4,27,86.0,N,15,16,4,0,1,1
2025-05-02 16:15:00,3488,M30,1060,3,25,86.0,N,15,16,4,0,1,1
2025-05-02 16:30:00,3488,M30,1172,4,29,85.0,N,15,16,4,0,1,1
2025-05-02 16:45:00,3488,M30,1060,3,26,86.0,N,15,16,4,0,1,1
2025-05-02 17:00:00,3488,M30,1193,4,29,86.0,N,15,17,4,0,0,1
2025-05-02 17:15:00,3488,M30,1256,4,29,85.0,N,15,17,4,0,0,1
2025-05-02 17:30:00,3488,M30,1496,6,35,83.0,N,15,17,4,0,0,1
2025-05-02 17:45:00,3488,M30,1239,5,30,82.0,N,15,17,4,0,0,1
2025-05-02 18:00:00,3488,M30,1260,4,30,79.0,N,15,18,4,0,1,1
2025-05-02 18:15:00,3488,M30,1252,4,30,81.0,N,15,18,4,0,1,1
2025-05-02 18:30:00,3488,M30,1336,5,33,80.0,N,15,18,4,0,1,1
2025-05-02 18:45:00,3488,M30,1444,5,35,81.0,N,15,18,4,0,1,1
2025-05-02 19:00:00,3488,M30,1396,6,34,83.0,N,15,19,4,0,1,1
2025-05-02 19:15:00,3488,M30,1428,6,35,82.0,N,15,19,4,0,1,1
2025-05-02 19:30:00,3488,M30,1280,5,30,84.0,N,15,19,4,0,1,1
2025-05-02 19:45:00,3488,M30,1280,5,31,86.0,N,15,19,4,0,1,1
2025-05-02 20:00:00,3488,M30,1272,5,31,82.0,N,15,20,4,0,1,1
2025-05-02 20:15:00,3488,M30,1319,4,32,83.0,N,15,20,4,0,1,1
2025-05-02 20:30:00,3488,M30,1468,5,36,83.0,N,15,20,4,0,1,1
2025-05-02 20:45:00,3488,M30,1248,5,30,84.0,N,15,20,4,0,1,1
2025-05-02 21:00:00,3488,M30,1340,5,31,82.0,N,15,21,4,0,0,1
2025-05-02 21:15:00,3488,M30,1297,4,31,81.0,N,15,21,4,0,0,1
2025-05-02 21:30:00,3488,M30,1617,6,38,79.0,N,15,21,4,0,0,1
2025-05-02 21:45:00,3488,M30,1372,6,34,81.0,N,15,21,4,0,0,1
2025-05-02 22:00:00,3488,M30,1316,5,32,79.0,N,15,22,4,0,0,1
2025-05-02 22:15:00,3488,M30,1264,4,30,81.0,N,15,22,4,0,0,1
2025-05-02 22:30:00,3488,M30,1132,4,29,83.0,N,15,22,4,0,0,1
2025-05-02 22:45:00,3488,M30,1163,2,28,83.0,N,15,22,4,0,0,1
2025-05-02 23:00:00,3488,M30,964,3,23,85.0,N,15,23,4,0,0,1
2025-05-02 23:15:00,3488,M30,1079,4,26,83.0,N,15,23,4,0,0,1
2025-05-02 23:30:00,3488,M30,1068,4,27,82.0,N,15,23,4,0,0,1
2025-05-02 23:45:00,3488,M30,1064,3,25,82.0,N,15,23,4,0,0,1
2025-05-03 00:00:00,3488,M30,896,3,22,83.0,N,15,0,5,1,0,0
2025-05-03 00:15:00,3488,M30,883,4,22,84.0,N,15,0,5,1,0,0
2025-05-03 00:30:00,3488,M30,909,4,21,86.0,N,15,0,5,1,0,0
2025-05-03 00:45:00,3488,M30,856,2,22,84.0,N,15,0,5,1,0,0
2025-05-03 01:00:00,3488,M30,747,2,18,88.0,N,15,1,5,1,0,0
2025-05-03 01:15:00,3488,M30,647,1,16,86.0,N,15,1,5,1,0,0
2025-05-03 01:30:00,3488,M30,600,2,15,86.0,N,15,1,5,1,0,0
2025-05-03 01:45:00,3488,M30,504,1,12,88.0,N,15,1,5,1,0,0
2025-05-03 02:00:00,3488,M30,400,1,9,88.0,N,15,2,5,1,0,0
2025-05-03 02:15:00,3488,M30,420,0,9,90.0,N,15,2,5,1,0,0
2025-05-03 02:30:00,3488,M30,376,1,9,88.0,N,15,2,5,1,0,0
2025-05-03 02:45:00,3488,M30,444,1,11,88.0,N,15,2,5,1,0,0
2025-05-03 03:00:00,3488,M30,396,1,9,87.0,N,15,3,5,1,0,0
2025-05-03 03:15:00,3488,M30,364,1,10,87.0,N,15,3,5,1,0,0
2025-05-03 03:30:00,3488,M30,331,1,8,87.0,N,15,3,5,1,0,0
2025-05-03 03:45:00,3488,M30,324,0,8,88.0,N,15,3,5,1,0,0
2025-05-03 04:00:00,3488,M30,372,1,9,88.0,N,15,4,5,1,0,0
2025-05-03 04:15:00,3488,M30,340,1,8,86.0,N,15,4,5,1,0,0
2025-05-03 04:30:00,3488,M30,288,1,7,91.0,N,15,4,5,1,0,0
2025-05-03 04:45:00,3488,M30,323,1,8,90.0,N,15,4,5,1,0,0
2025-05-03 05:00:00,3488,M30,284,0,7,88.0,N,15,5,5,1,0,0
2025-05-03 05:15:00,3488,M30,284,0,6,89.0,N,15,5,5,1,0,0
2025-05-03 05:30:00,3488,M30,316,1,8,91.0,N,15,5,5,1,0,0
2025-05-03 05:45:00,3488,M30,389,1,10,90.0,N,15,5,5,1,0,0
2025-05-03 06:00:00,3488,M30,353,0,9,92.0,N,15,6,5,1,0,0
2025-05-03 06:15:00,3488,M30,460,2,12,85.0,N,15,6,5,1,0,0
2025-05-03 06:30:00,3488,M30,537,2,14,89.0,N,15,6,5,1,0,0
2025-05-03 06:45:00,3488,M30,616,2,16,90.0,N,15,6,5,1,0,0
2025-05-03 07:00:00,3488,M30,620,2,16,88.0,N,15,7,5,1,1,0
2025-05-03 07:15:00,3488,M30,511,1,12,90.0,N,15,7,5,1,1,0
2025-05-03 07:30:00,3488,M30,524,1,13,88.0,N,15,7,5,1,1,0
2025-05-03 07:45:00,3488,M30,576,2,14,87.0,N,15,7,5,1,1,0
2025-05-03 08:00:00,3488,M30,592,2,15,86.0,N,15,8,5,1,1,0
2025-05-03 08:15:00,3488,M30,665,1,16,90.0,N,15,8,5,1,1,0
2025-05-03 08:30:00,3488,M30,676,3,16,87.0,N,15,8,5,1,1,0
2025-05-03 08:45:00,3488,M30,647,1,16,88.0,N,15,8,5,1,1,0
2025-05-03 09:00:00,3488,M30,792,3,18,87.0,N,15,9,5,1,1,0
2025-05-03 09:15:00,3488,M30,884,3,21,86.0,N,15,9,5,1,1,0
2025-05-03 09:30:00,3488,M30,892,2,21,87.0,N,15,9,5,1,1,0
2025-05-03 09:45:00,3488,M30,1028,3,25,86.0,N,15,9,5,1,1,0
2025-05-03 10:00:00,3488,M30,1103,4,26,86.0,N,15,10,5,1,0,0
2025-05-03 10:15:00,3488,M30,1068,3,25,85.0,N,15,10,5,1,0,0
2025-05-03 10:30:00,3488,M30,1272,5,30,86.0,N,15,10,5,1,0,0
2025-05-03 10:45:00,3488,M30,1148,4,29,85.0,N,15,10,5,1,0,0
2025-05-03 11:00:00,3488,M30,1300,5,31,84.0,N,15,11,5,1,0,0
2025-05-03 11:15:00,3488,M30,1124,4,27,86.0,N,15,11,5,1,0,0
2025-05-03 11:30:00,3488,M30,1260,3,29,84.0,N,15,11,5,1,0,0
2025-05-03 11:45:00,3488,M30,1424,5,34,84.0,N,15,11,5,1,0,0
2025-05-03 12:00:00,3488,M30,1464,6,35,83.0,N,15,12,5,1,0,0
2025-05-03 12:15:00,3488,M30,1532,6,36,84.0,N,15,12,5,1,0,0
2025-05-03 12:30:00,3488,M30,1588,6,39,82.0,N,15,12,5,1,0,0
2025-05-03 12:45:00,3488,M30,1652,7,40,83.0,N,15,12,5,1,0,0
2025-05-03 13:00:00,3488,M30,1481,6,36,85.0,N,15,13,5,1,0,0
2025-05-03 13:15:00,3488,M30,1436,4,35,82.0,N,15,13,5,1,0,0
2025-05-03 13:30:00,3488,M30,1724,6,41,84.0,N,15,13,5,1,0,0
2025-05-03 13:45:00,3488,M30,1636,6,40,83.0,N,15,13,5,1,0,0
2025-05-03 14:00:00,3488,M30,1660,6,40,84.0,N,15,14,5,1,1,0
2025-05-03 14:15:00,3488,M30,1672,4,39,85.0,N,15,14,5,1,1,0
2025-05-03 14:30:00,3488,M30,1676,7,40,85.0,N,15,14,5,1,1,0
2025-05-03 14:45:00,3488,M30,1552,5,36,85.0,N,15,14,5,1,1,0
2025-05-03 15:00:00,3488,M30,1528,5,37,87.0,N,15,15,5,1,1,0
2025-05-03 15:15:00,3488,M30,1481,7,36,85.0,N,15,15,5,1,1,0
2025-05-03 15:30:00,3488,M30,1468,5,35,84.0,N,15,15,5,1,1,0
2025-05-03 15:45:00,3488,M30,1276,4,31,85.0,N,15,15,5,1,1,0
2025-05-03 16:00:00,3488,M30,1120,3,26,87.0,N,15,16,5,1,1,0
2025-05-03 16:15:00,3488,M30,1097,4,26,87.0,N,15,16,5,1,1,0
2025-05-03 16:30:00,3488,M30,1368,4,32,84.0,N,15,16,5,1,1,0
2025-05-03 16:45:00,3488,M30,1376,5,33,86.0,N,15,16,5,1,1,0
2025-05-03 17:00:00,3488,M30,1424,4,34,83.0,N,15,17,5,1,0,0
2025-05-03 17:15:00,3488,M30,1412,5,35,85.0,N,15,17,5,1,0,0
2025-05-03 17:30:00,3488,M30,1524,4,37,85.0,N,15,17,5,1,0,0
2025-05-03 17:45:00,3488,M30,1412,5,34,83.0,N,15,17,5,1,0,0
2025-05-03 18:00:00,3488,M30,1571,6,39,85.0,N,15,18,5,1,1,0
2025-05-03 18:15:00,3488,M30,1331,6,32,85.0,N,15,18,5,1,1,0
2025-05-03 18:30:00,3488,M30,1603,6,37,83.0,N,15,18,5,1,1,0
2025-05-03 18:45:00,3488,M30,1512,6,37,83.0,N,15,18,5,1,1,0
2025-05-03 19:00:00,3488,M30,1532,5,35,84.0,N,15,19,5,1,1,0
2025-05-03 19:15:00,3488,M30,1459,6,36,85.0,N,15,19,5,1,1,0
2025-05-03 19:30:00,3488,M30,1656,6,39,83.0,N,15,19,5,1,1,0
2025-05-03 19:45:00,3488,M30,1444,5,35,83.0,N,15,19,5,1,1,0
2025-05-03 20:00:00,3488,M30,1624,7,38,82.0,N,15,20,5,1,1,0
2025-05-03 20:15:00,3488,M30,1508,6,35,84.0,N,15,20,5,1,1,0
2025-05-03 20:30:00,3488,M30,1404,5,35,83.0,N,15,20,5,1,1,0
2025-05-03 20:45:00,3488,M30,1565,6,37,82.0,N,15,20,5,1,1,0
2025-05-03 21:00:00,3488,M30,1500,5,36,83.0,N,15,21,5,1,0,0
2025-05-03 21:15:00,3488,M30,1492,5,37,82.0,N,15,21,5,1,0,0
2025-05-03 21:30:00,3488,M30,1653,6,41,81.0,N,15,21,5,1,0,0
2025-05-03 21:45:00,3488,M30,1388,6,34,80.0,N,15,21,5,1,0,0
2025-05-03 22:00:00,3488,M30,1508,6,36,82.0,N,15,22,5,1,0,0
2025-05-03 22:15:00,3488,M30,1536,5,36,81.0,N,15,22,5,1,0,0
2025-05-03 22:30:00,3488,M30,1660,7,40,81.0,N,15,22,5,1,0,0
2025-05-03 22:45:00,3488,M30,1285,5,31,83.0,N,15,22,5,1,0,0
2025-05-03 23:00:00,3488,M30,1176,4,30,81.0,N,15,23,5,1,0,0
2025-05-03 23:15:00,3488,M30,1120,6,28,84.0,N,15,23,5,1,0,0
2025-05-03 23:30:00,3488,M30,1112,4,27,84.0,N,15,23,5,1,0,0
2025-05-03 23:45:00,3488,M30,1151,3,28,82.0,N,15,23,5,1,0,0
2025-05-04 00:00:00,3488,M30,1133,4,27,84.0,N,15,0,6,1,0,0
2025-05-04 00:15:00,3488,M30,1096,3,26,84.0,N,15,0,6,1,0,0
2025-05-04 00:30:00,3488,M30,1128,4,26,85.0,N,15,0,6,1,0,0
2025-05-04 00:45:00,3488,M30,940,4,23,86.0,N,15,0,6,1,0,0
2025-05-04 01:00:00,3488,M30,781,3,20,87.0,N,15,1,6,1,0,0
2025-05-04 01:15:00,3488,M30,728,2,17,83.0,N,15,1,6,1,0,0
2025-05-04 01:30:00,3488,M30,647,3,17,85.0,N,15,1,6,1,0,0
2025-05-04 01:45:00,3488,M30,685,2,17,88.0,N,15,1,6,1,0,0
2025-05-04 02:00:00,3488,M30,548,1,14,87.0,N,15,2,6,1,0,0
2025-05-04 02:15:00,3488,M30,608,1,14,89.0,N,15,2,6,1,0,0
2025-05-04 02:30:00,3488,M30,564,2,13,86.0,N,15,2,6,1,0,0
2025-05-04 02:45:00,3488,M30,412,2,10,91.0,N,15,2,6,1,0,0
2025-05-04 03:00:00,3488,M30,440,1,11,88.0,N,15,3,6,1,0,0
2025-05-04 03:15:00,3488,M30,372,1,9,91.0,N,15,3,6,1,0,0
2025-05-04 03:30:00,3488,M30,361,1,9,87.0,N,15,3,6,1,0,0
2025-05-04 03:45:00,3488,M30,281,0,7,89.0,N,15,3,6,1,0,0
2025-05-04 04:00:00,3488,M30,400,1,9,88.0,N,15,4,6,1,0,0
2025-05-04 04:15:00,3488,M30,308,0,8,89.0,N,15,4,6,1,0,0
2025-05-04 04:30:00,3488,M30,332,1,8,87.0,N,15,4,6,1,0,0
2025-05-04 04:45:00,3488,M30,332,1,8,86.0,N,15,4,6,1,0,0
2025-05-04 05:00:00,3488,M30,317,1,8,90.0,N,15,5,6,1,0,0
2025-05-04 05:15:00,3488,M30,276,1,7,90.0,N,15,5,6,1,0,0
2025-05-04 05:30:00,3488,M30,256,1,6,77.0,N,15,5,6,1,0,0
2025-05-04 05:45:00,3488,M30,372,1,9,90.0,N,15,5,6,1,0,0
2025-05-04 06:00:00,3488,M30,404,1,9,91.0,N,15,6,6,1,0,0
2025-05-04 06:15:00,3488,M30,416,1,10,89.0,N,15,6,6,1,0,0
2025-05-04 06:30:00,3488,M30,500,2,12,88.0,N,15,6,6,1,0,0
2025-05-04 06:45:00,3488,M30,533,1,12,90.0,N,15,6,6,1,0,0
2025-05-04 07:00:00,3488,M30,576,3,14,90.0,N,15,7,6,1,1,0
2025-05-04 07:15:00,3488,M30,540,2,13,88.0,N,15,7,6,1,1,0
